CustomerID,StoreID,PersonID,CustomerName,PointOfContact,MostRecentOrderDate
12150,NULL,6480,Logan Wang,NULL,04/02/2014
22507,NULL,14144,Louis Wang,NULL,24/11/2013
11175,NULL,5468,Luis Wang,NULL,05/04/2014
28856,NULL,5122,Luke Wang,NULL,12/11/2011
22815,NULL,17694,Margaret Wang,NULL,28/01/2014
11342,NULL,10772,Marshall Wang,NULL,12/12/2013
24272,NULL,4886,Martha Wang,NULL,04/03/2014
14676,NULL,6548,Micah Wang,NULL,15/04/2014
14039,NULL,5975,Nathan Wang,NULL,07/05/2014
15924,NULL,12675,Omar Wang,NULL,31/12/2013
21129,NULL,12784,Rafael Wang,NULL,20/05/2014
25125,NULL,18136,Randy Wang,NULL,25/02/2014
13236,NULL,6176,Robert Wang,NULL,22/03/2014
24605,NULL,13223,Roger Wang,NULL,22/06/2013
11993,NULL,4943,Rosa Wang,NULL,25/05/2014
23454,NULL,6579,Ryan Wang,NULL,06/03/2014
13266,NULL,6023,Samuel Wang,NULL,20/08/2013
24878,NULL,17638,Sandra Wang,NULL,19/10/2013
11017,NULL,2521,Shannon Wang,NULL,16/03/2014
15689,NULL,17586,Stacey Wang,NULL,04/10/2013
15698,NULL,17742,Susan Wang,NULL,13/04/2014
29141,NULL,4999,Suzanne Wang,NULL,08/12/2011
17881,NULL,13007,Tamara Wang,NULL,20/06/2014
21271,NULL,5724,Thomas Wang,NULL,19/03/2014
11384,NULL,2654,Tiffany Wang,NULL,02/01/2014
15676,NULL,18188,Todd Wang,NULL,06/03/2014
17259,NULL,5955,Trisha Wang,NULL,21/03/2014
20217,NULL,17483,Valerie Wang,NULL,04/11/2013
17100,NULL,17937,Vincent Wang,NULL,23/02/2014
21289,NULL,11804,Warren Wang,NULL,14/04/2014
20495,NULL,18083,Wesley Wang,NULL,18/11/2013
29304,NULL,13333,Willie Wang,NULL,02/09/2013
22144,NULL,7044,Zachary Wang,NULL,13/12/2013
14419,NULL,3939,Abigail Ward,NULL,16/12/2013
23787,NULL,14298,Adrian Ward,NULL,25/08/2013
14542,NULL,14894,Alex Ward,NULL,07/03/2014
29330,NULL,8638,Alexa Ward,NULL,09/02/2014
18063,NULL,8661,Alexandria Ward,NULL,26/08/2013
21909,NULL,8631,Allison Ward,NULL,13/08/2013
19268,NULL,20138,Alyssa Ward,NULL,17/06/2014
13714,NULL,3010,Amanda Ward,NULL,09/01/2014
14595,NULL,8633,Andrea Ward,NULL,01/04/2014
16761,NULL,14890,Angel Ward,NULL,21/02/2014
27756,NULL,8662,Angela Ward,NULL,17/12/2013
24636,NULL,3639,Anna Ward,NULL,21/04/2014
24956,NULL,8641,Ariana Ward,NULL,07/12/2013
13536,NULL,8664,Arianna Ward,NULL,23/05/2014
21922,NULL,8611,Bailey Ward,NULL,08/04/2014
24849,NULL,19212,Brianna Ward,NULL,06/04/2014
13007,NULL,8648,Brooke Ward,NULL,22/03/2014
28162,NULL,14907,Bruce Ward,NULL,17/08/2011
13054,NULL,14908,Bryce Ward,NULL,14/05/2014
16445,NULL,8644,Caitlin Ward,NULL,09/04/2014
12900,NULL,14889,Carlos Ward,NULL,21/04/2014
13448,NULL,8634,Catherine Ward,NULL,01/11/2013
22356,NULL,14301,Charles Ward,NULL,28/06/2014
15820,NULL,14913,Chase Ward,NULL,05/07/2013
24425,NULL,20260,Chloe Ward,NULL,06/06/2013
12979,NULL,8640,Christina Ward,NULL,23/07/2013
23166,NULL,14300,Cody Ward,NULL,18/11/2013
21490,NULL,14290,Cole Ward,NULL,25/04/2014
28661,NULL,14317,Dalton Ward,NULL,29/10/2011
15827,NULL,8636,Danielle Ward,NULL,27/08/2013
16128,NULL,20036,Destiny Ward,NULL,15/05/2014
15378,NULL,14304,Devin Ward,NULL,26/03/2014
13916,NULL,14306,Eduardo Ward,NULL,16/05/2014
21796,NULL,19513,Emma Ward,NULL,18/01/2014
14365,NULL,14896,Evan Ward,NULL,27/11/2013
12226,NULL,8669,Faith Ward,NULL,02/10/2013
18229,NULL,8615,Gabriella Ward,NULL,28/03/2014
26633,NULL,3312,Gabrielle Ward,NULL,28/03/2014
26284,NULL,14293,Garrett Ward,NULL,07/03/2014
23356,NULL,19615,Grace Ward,NULL,07/01/2014
11315,NULL,3165,Hailey Ward,NULL,19/05/2014
16631,NULL,3395,Haley Ward,NULL,24/05/2014
12056,NULL,14312,Ian Ward,NULL,05/06/2014
17176,NULL,14901,Isaac Ward,NULL,07/04/2014
14830,NULL,2402,Isabella Ward,NULL,30/10/2013
17842,NULL,14893,Isaiah Ward,NULL,19/08/2013
28168,NULL,8665,Jacqueline Ward,NULL,04/08/2011
14661,NULL,8652,Jade Ward,NULL,04/01/2014
26975,NULL,8620,Janet Ward,NULL,07/12/2013
29475,NULL,14291,Jared Ward,NULL,29/11/2011
14500,NULL,19818,Jasmine Ward,NULL,17/06/2014
24745,NULL,20468,Jennifer Ward,NULL,25/12/2013
24951,NULL,14318,Jeremy Ward,NULL,30/12/2013
23176,NULL,14902,Jesse Ward,NULL,29/11/2013
15587,NULL,3485,Jessica Ward,NULL,21/03/2014
21595,NULL,14914,Juan Ward,NULL,11/10/2013
23815,NULL,20361,Julia Ward,NULL,06/03/2014
25410,NULL,20581,Kaitlyn Ward,NULL,09/11/2013
20258,NULL,8622,Katelyn Ward,NULL,13/12/2013
18381,NULL,2936,Katherine Ward,NULL,11/05/2014
24415,NULL,8630,Kaylee Ward,NULL,13/07/2013
28642,NULL,3713,Lauren Ward,NULL,13/11/2013
18363,NULL,14313,Lucas Ward,NULL,22/05/2014
21130,NULL,8614,Mackenzie Ward,NULL,13/11/2013
12052,NULL,8649,Makayla Ward,NULL,12/07/2013
19511,NULL,14310,Marcus Ward,NULL,14/10/2013
24844,NULL,3240,Maria Ward,NULL,13/05/2014
21580,NULL,8657,Mariah Ward,NULL,11/11/2013
23840,NULL,14899,Mason Ward,NULL,24/04/2014
20573,NULL,19106,Megan Ward,NULL,21/04/2014
21432,NULL,8660,Melanie Ward,NULL,06/08/2013
29406,NULL,8670,Melissa Ward,NULL,01/01/2014
15775,NULL,8647,Michelle Ward,NULL,17/01/2014
15569,NULL,20686,Morgan Ward,NULL,25/02/2014
13241,NULL,2704,Natalie Ward,NULL,04/02/2014
25233,NULL,14912,Nathaniel Ward,NULL,11/12/2013
21272,NULL,19916,Nicole Ward,NULL,30/05/2014
13164,NULL,19319,Olivia Ward,NULL,30/11/2013
16953,NULL,8667,Paige Ward,NULL,05/07/2013
21472,NULL,14906,Patrick Ward,NULL,05/08/2013
22126,NULL,19718,Rachel Ward,NULL,20/01/2014
29140,NULL,14308,Richard Ward,NULL,06/12/2011
25552,NULL,8672,Riley Ward,NULL,08/05/2014
14603,NULL,8616,Sara Ward,NULL,28/12/2013
21692,NULL,8627,Savannah Ward,NULL,12/12/2013
25059,NULL,14903,Sean Ward,NULL,01/10/2013
19244,NULL,14289,Sebastian Ward,NULL,02/10/2013
27233,NULL,14314,Seth Ward,NULL,03/10/2013
26132,NULL,8650,Shelby Ward,NULL,03/07/2013
27429,NULL,3086,Stephanie Ward,NULL,25/03/2013
14272,NULL,2853,Sydney Ward,NULL,13/03/2014
26483,NULL,3561,Taylor Ward,NULL,22/12/2013
28991,NULL,14904,Timothy Ward,NULL,29/08/2013
23725,NULL,14315,Dennis Ware,NULL,10/11/2013
13937,NULL,19403,Victoria Ware,NULL,05/01/2014
24649,NULL,5497,Aaron Washington,NULL,04/11/2013
23661,NULL,3971,Abigail Washington,NULL,11/02/2014
25437,NULL,5245,Adam Washington,NULL,26/05/2014
23444,NULL,12917,Aidan Washington,NULL,08/03/2014
15498,NULL,2816,Alexandra Washington,NULL,24/02/2014
22241,NULL,7625,Alexandria Washington,NULL,13/05/2014
27613,NULL,7114,Alexia Washington,NULL,06/05/2013
19781,NULL,12766,Alexis Washington,NULL,21/10/2013
23735,NULL,3047,Amanda Washington,NULL,02/08/2013
12030,NULL,7451,Ana Washington,NULL,26/12/2013
24498,NULL,7669,Angela Washington,NULL,10/11/2013
20346,NULL,7155,Angelica Washington,NULL,20/09/2013
14817,NULL,3674,Anna Washington,NULL,26/01/2014
11810,NULL,13210,Antonio Washington,NULL,24/11/2013
28009,NULL,7711,Arianna Washington,NULL,11/12/2013
26004,NULL,12195,Arthur Washington,NULL,05/04/2014
14559,NULL,12587,Ashley Washington,NULL,03/11/2013
17425,NULL,6252,Austin Washington,NULL,15/04/2014
19132,NULL,6714,Benjamin Washington,NULL,22/05/2014
19814,NULL,13605,Blake Washington,NULL,03/01/2014
20477,NULL,6909,Brandon Washington,NULL,07/12/2013
26995,NULL,5554,Caleb Washington,NULL,10/06/2013
28813,NULL,6303,Cameron Washington,NULL,13/08/2013
13897,NULL,12961,Carol Washington,NULL,09/11/2013
23114,NULL,6792,Caroline Washington,NULL,12/05/2014
19888,NULL,13256,Carson Washington,NULL,24/12/2013
17701,NULL,6833,Cassidy Washington,NULL,19/02/2014
12076,NULL,20315,Chloe Washington,NULL,15/08/2013
26686,NULL,6765,Christian Washington,NULL,22/03/2014
21327,NULL,5602,Connor Washington,NULL,20/11/2013
19142,NULL,13468,Dalton Washington,NULL,17/10/2013
29060,NULL,6669,David Washington,NULL,20/11/2011
22812,NULL,20091,Destiny Washington,NULL,14/01/2014
20673,NULL,6967,Dylan Washington,NULL,22/11/2013
11518,NULL,13649,Edward Washington,NULL,13/04/2014
25016,NULL,5904,Elijah Washington,NULL,25/12/2013
24254,NULL,13004,Emily Washington,NULL,28/05/2014
19123,NULL,19559,Emma Washington,NULL,29/11/2013
15159,NULL,5293,Eric Washington,NULL,19/04/2014
20849,NULL,7825,Faith Washington,NULL,05/03/2014
18117,NULL,13119,Fernando Washington,NULL,25/05/2014
24814,NULL,5849,Gabriel Washington,NULL,05/04/2014
13429,NULL,3350,Gabrielle Washington,NULL,11/11/2013
28146,NULL,13299,Gavin Washington,NULL,07/12/2013
22048,NULL,19660,Grace Washington,NULL,09/09/2013
25885,NULL,3203,Hailey Washington,NULL,24/01/2014
23904,NULL,3432,Haley Washington,NULL,19/09/2013
29130,NULL,13047,Hannah Washington,NULL,09/07/2013
17695,NULL,6052,Hunter Washington,NULL,02/10/2013
24664,NULL,13884,Ian Washington,NULL,19/01/2014
20880,NULL,2590,Isabella Washington,NULL,15/10/2013
14593,NULL,5195,Jack Washington,NULL,17/11/2013
11978,NULL,5340,Jackson Washington,NULL,15/04/2014
13422,NULL,7749,Jacqueline Washington,NULL,16/10/2013
24127,NULL,6368,James Washington,NULL,17/03/2014
25151,NULL,19862,Jasmine Washington,NULL,04/04/2014
17137,NULL,5398,Jason Washington,NULL,24/07/2013
18139,NULL,20523,Jennifer Washington,NULL,08/02/2014
27610,NULL,13520,Jeremy Washington,NULL,18/10/2013
11528,NULL,7200,Joan Washington,NULL,22/07/2013
17946,NULL,7245,Jocelyn Washington,NULL,19/02/2014
20761,NULL,6414,Jonathan Washington,NULL,17/10/2013
27779,NULL,5152,Jordan Washington,NULL,17/04/2014
17662,NULL,5652,Jose Washington,NULL,04/01/2014
20875,NULL,20414,Julia Washington,NULL,21/10/2013
23330,NULL,13341,Julian Washington,NULL,15/11/2013
11539,NULL,6616,Justin Washington,NULL,25/08/2013
14372,NULL,20631,Kaitlyn Washington,NULL,11/11/2013
26708,NULL,2973,Katherine Washington,NULL,10/02/2014
14655,NULL,12726,Kayla Washington,NULL,10/10/2013
28748,NULL,7556,Kelly Washington,NULL,15/12/2013
11939,NULL,5807,Kevin Washington,NULL,19/11/2013
29255,NULL,5752,Kyle Washington,NULL,11/02/2014
22998,NULL,19053,Lauren Washington,NULL,30/05/2013
18057,NULL,6460,Logan Washington,NULL,02/02/2014
17524,NULL,13928,Lucas Washington,NULL,23/04/2014
12533,NULL,5446,Luis Washington,NULL,13/09/2013
21237,NULL,5105,Luke Washington,NULL,12/01/2014
20059,NULL,12495,Madison Washington,NULL,15/12/2013
28329,NULL,13840,Marcus Washington,NULL,10/02/2014
26343,NULL,8095,Mariah Washington,NULL,20/09/2013
24391,NULL,7075,Marissa Washington,NULL,30/10/2013
25337,NULL,19155,Megan Washington,NULL,03/07/2013
22898,NULL,7581,Melanie Washington,NULL,02/10/2013
12191,NULL,7342,Melissa Washington,NULL,28/02/2014
18778,NULL,13565,Miguel Washington,NULL,22/02/2014
15201,NULL,7284,Miranda Washington,NULL,29/03/2014
23369,NULL,20733,Morgan Washington,NULL,10/02/2014
26093,NULL,19978,Nicole Washington,NULL,22/04/2014
27387,NULL,6103,Noah Washington,NULL,27/08/2013
18409,NULL,19358,Olivia Washington,NULL,01/03/2014
22980,NULL,13387,Oscar Washington,NULL,08/07/2013
14916,NULL,7789,Paige Washington,NULL,15/07/2013
28163,NULL,19771,Rachel Washington,NULL,23/08/2011
22074,NULL,13789,Richard Washington,NULL,28/09/2013
18544,NULL,7378,Riley Washington,NULL,03/06/2013
14906,NULL,6155,Robert Washington,NULL,16/06/2014
28332,NULL,6561,Ryan Washington,NULL,07/11/2013
18510,NULL,6005,Samuel Washington,NULL,01/10/2013
13855,NULL,12635,Sarah Washington,NULL,29/07/2013
25851,NULL,13973,Seth Washington,NULL,06/05/2014
23499,NULL,13157,Spencer Washington,NULL,22/04/2014
25957,NULL,3128,Stephanie Washington,NULL,14/11/2013
28924,NULL,2890,Sydney Washington,NULL,24/05/2014
21266,NULL,3597,Taylor Washington,NULL,30/05/2014
27451,NULL,5702,Thomas Washington,NULL,31/12/2013
26326,NULL,12838,Trevor Washington,NULL,28/01/2014
22341,NULL,12878,Tristan Washington,NULL,29/06/2014
23819,NULL,7410,Vanessa Washington,NULL,12/12/2013
23557,NULL,19456,Victoria Washington,NULL,14/10/2013
26801,NULL,13686,Wyatt Washington,NULL,10/12/2012
28049,NULL,13423,Xavier Washington,NULL,16/07/2013
15509,NULL,7029,Zachary Washington,NULL,15/08/2013
13641,NULL,14089,Adrian Watson,NULL,07/11/2013
25966,NULL,14054,Alex Watson,NULL,07/12/2013
12517,NULL,7862,Alexa Watson,NULL,21/03/2014
25249,NULL,2789,Alexandra Watson,NULL,23/01/2014
28978,NULL,7886,Alexandria Watson,NULL,10/12/2013
21660,NULL,8409,Allison Watson,NULL,23/04/2014
28980,NULL,20156,Alyssa Watson,NULL,21/10/2013
14358,NULL,3018,Amanda Watson,NULL,29/12/2013
24787,NULL,8411,Andrea Watson,NULL,11/02/2014
22391,NULL,7888,Angela Watson,NULL,18/05/2014
20238,NULL,3647,Anna Watson,NULL,23/11/2013
17039,NULL,7865,Ariana Watson,NULL,06/10/2013
19009,NULL,7889,Arianna Watson,NULL,14/06/2014
28870,NULL,14067,Brian Watson,NULL,06/10/2013
28812,NULL,19226,Brianna Watson,NULL,14/01/2014
26261,NULL,7870,Brooke Watson,NULL,20/09/2013
27799,NULL,14069,Bryce Watson,NULL,20/06/2013
19733,NULL,7868,Caitlin Watson,NULL,07/07/2013
23855,NULL,14048,Carlos Watson,NULL,22/04/2014
16086,NULL,14092,Charles Watson,NULL,30/03/2014
27096,NULL,14073,Chase Watson,NULL,27/02/2014
19293,NULL,20270,Chloe Watson,NULL,06/05/2014
25275,NULL,7864,Christina Watson,NULL,15/01/2014
21768,NULL,14078,Cole Watson,NULL,14/09/2013
26201,NULL,14107,Dalton Watson,NULL,07/01/2014
18572,NULL,7858,Danielle Watson,NULL,12/10/2013
24593,NULL,20047,Destiny Watson,NULL,21/06/2014
18875,NULL,14093,Devin Watson,NULL,12/02/2014
23452,NULL,14094,Eduardo Watson,NULL,07/07/2013
17481,NULL,19524,Emma Watson,NULL,03/10/2013
22772,NULL,7879,Erin Watson,NULL,23/08/2013
27452,NULL,14056,Evan Watson,NULL,25/03/2014
22333,NULL,8401,Gabriella Watson,NULL,04/08/2013
21696,NULL,3323,Gabrielle Watson,NULL,31/05/2014
19545,NULL,14084,Garrett Watson,NULL,09/08/2013
15318,NULL,19626,Grace Watson,NULL,03/05/2014
16119,NULL,3172,Hailey Watson,NULL,11/07/2013
26398,NULL,14099,Ian Watson,NULL,30/01/2014
15188,NULL,14061,Isaac Watson,NULL,17/03/2014
20664,NULL,14050,Isaiah Watson,NULL,18/08/2013
19643,NULL,7890,Jacqueline Watson,NULL,20/07/2013
13680,NULL,7881,Jan Watson,NULL,06/01/2014
23208,NULL,8404,Janet Watson,NULL,01/01/2014
22094,NULL,14082,Jared Watson,NULL,08/10/2013
15965,NULL,20479,Jennifer Watson,NULL,16/02/2014
19225,NULL,14108,Jeremy Watson,NULL,02/06/2013
20100,NULL,14062,Jesse Watson,NULL,21/05/2014
23266,NULL,3496,Jessica Watson,NULL,13/12/2013
20532,NULL,7895,Joan Watson,NULL,11/05/2014
15023,NULL,14074,Juan Watson,NULL,26/12/2013
15246,NULL,20592,Kaitlyn Watson,NULL,27/10/2013
21477,NULL,8406,Katelyn Watson,NULL,21/11/2013
15190,NULL,2941,Katherine Watson,NULL,07/05/2014
14380,NULL,8408,Kaylee Watson,NULL,25/11/2013
20188,NULL,7872,Kimberly Watson,NULL,28/03/2014
15198,NULL,19014,Lauren Watson,NULL,10/07/2013
16992,NULL,14104,Lucas Watson,NULL,31/08/2013
18999,NULL,8400,Mackenzie Watson,NULL,14/05/2014
18684,NULL,7873,Makayla Watson,NULL,15/04/2014
22715,NULL,14098,Marcus Watson,NULL,16/10/2013
17229,NULL,3249,Maria Watson,NULL,14/12/2013
28852,NULL,7882,Mariah Watson,NULL,08/11/2011
15293,NULL,14057,Mason Watson,NULL,14/06/2014
23258,NULL,19117,Megan Watson,NULL,22/11/2013
27048,NULL,7883,Melanie Watson,NULL,15/04/2014
26235,NULL,7869,Michelle Watson,NULL,12/03/2013
16779,NULL,20697,Morgan Watson,NULL,26/03/2014
25765,NULL,2713,Natalie Watson,NULL,07/11/2013
25826,NULL,14071,Nathaniel Watson,NULL,16/02/2014
22717,NULL,19934,Nicole Watson,NULL,09/12/2013
13860,NULL,19332,Olivia Watson,NULL,21/06/2014
28081,NULL,7892,Paige Watson,NULL,16/05/2014
18049,NULL,14066,Patrick Watson,NULL,13/02/2014
15943,NULL,14096,Richard Watson,NULL,26/01/2014
26986,NULL,7899,Riley Watson,NULL,13/08/2013
14921,NULL,8403,Sara Watson,NULL,23/07/2013
18981,NULL,8407,Savannah Watson,NULL,06/01/2014
18678,NULL,14063,Sean Watson,NULL,15/11/2013
14944,NULL,14075,Sebastian Watson,NULL,02/11/2013
26720,NULL,14105,Seth Watson,NULL,08/01/2014
14911,NULL,7874,Shelby Watson,NULL,21/03/2014
20748,NULL,3095,Stephanie Watson,NULL,16/09/2013
17942,NULL,14086,Steven Watson,NULL,23/02/2014
28982,NULL,2861,Sydney Watson,NULL,04/10/2013
28155,NULL,3572,Taylor Watson,NULL,06/05/2014
29129,NULL,14064,Timothy Watson,NULL,03/10/2013
28808,NULL,7877,Trinity Watson,NULL,30/11/2013
16125,NULL,19417,Victoria Watson,NULL,05/05/2014
24439,NULL,14106,Xavier Watson,NULL,31/01/2014
26515,NULL,7860,Zoe Watson,NULL,21/01/2014
20909,NULL,3028,Kelly Weadock,NULL,10/09/2013
29191,NULL,18932,Chelsea Weber,NULL,16/09/2013
22448,NULL,7292,Cindy Weber,NULL,24/07/2013
19321,NULL,4074,Clifford Weber,NULL,03/05/2014
16739,NULL,19322,Cory Weber,NULL,28/03/2014
26921,NULL,19726,Cynthia Weber,NULL,11/05/2014
22563,NULL,10167,Darren Weber,NULL,26/02/2014
14855,NULL,9730,Deanna Weber,NULL,09/11/2013
28317,NULL,8174,Ivan Weber,NULL,05/11/2013
14859,NULL,2907,Jarrod Weber,NULL,14/06/2014
25244,NULL,10266,Jay Weber,NULL,03/08/2013
23447,NULL,8008,Jermaine Weber,NULL,09/06/2014
13120,NULL,7904,Levi Weber,NULL,28/05/2014
23926,NULL,3431,Lydia Weber,NULL,29/11/2013
11440,NULL,7806,Sergio Weber,NULL,27/08/2013
12311,NULL,4023,Stanley Weber,NULL,23/05/2014
16578,NULL,7355,Stefanie Weber,NULL,07/04/2014
17998,NULL,7412,Tammy Weber,NULL,07/03/2014
12060,NULL,18889,Andrew Wedge,NULL,25/11/2013
26511,NULL,4857,Charles Weisman,NULL,28/01/2014
17616,NULL,18462,Daniel Weisman,NULL,25/09/2013
11708,NULL,11902,Elizabeth Weisman,NULL,28/10/2013
19734,NULL,11273,Natalie Weisman,NULL,29/03/2014
23219,NULL,20203,Alyssa West,NULL,24/09/2013
24066,NULL,17532,Brittney West,NULL,10/03/2014
18408,NULL,14091,Cody West,NULL,08/04/2014
13128,NULL,12250,Colleen West,NULL,01/04/2014
14544,NULL,5607,Darryl West,NULL,11/10/2013
14206,NULL,13120,Edwin West,NULL,11/06/2014
26604,NULL,12679,Elizabeth West,NULL,16/02/2014
19238,NULL,2457,Isabella West,NULL,13/10/2013
15148,NULL,6386,James West,NULL,07/11/2013
28871,NULL,19827,Jasmine West,NULL,30/09/2013
17523,NULL,5169,Jordan West,NULL,28/05/2014
27554,NULL,6876,Jordyn West,NULL,18/05/2013
17564,NULL,20372,Julia West,NULL,07/12/2013
24370,NULL,5954,Nathan West,NULL,22/01/2014
15866,NULL,12053,Abigail White,NULL,21/04/2014
20487,NULL,18301,Alexander White,NULL,01/10/2013
26169,NULL,10723,Alexandra White,NULL,21/04/2014
23133,NULL,12010,Alexis White,NULL,31/01/2014
15367,NULL,11541,Alyssa White,NULL,06/01/2014
17610,NULL,11598,Anna White,NULL,10/11/2013
18140,NULL,18626,Anthony White,NULL,15/02/2014
21887,NULL,12428,Ashley White,NULL,07/07/2013
12092,NULL,18239,Austin White,NULL,03/11/2013
12792,NULL,4163,Blake White,NULL,08/06/2014
12425,NULL,18300,Brandon White,NULL,19/04/2014
19780,NULL,11724,Brianna White,NULL,28/01/2014
23830,NULL,17469,Cameron White,NULL,20/01/2014
22101,NULL,12289,Carol White,NULL,08/03/2014
12103,NULL,11594,Chloe White,NULL,21/08/2013
24766,NULL,18163,Christian White,NULL,25/12/2013
26049,NULL,18162,Christopher White,NULL,02/12/2012
16765,NULL,4471,Dalton White,NULL,28/12/2013
15636,NULL,18035,David White,NULL,11/11/2013
15471,NULL,11499,Destiny White,NULL,04/05/2014
18893,NULL,4933,Devin White,NULL,16/08/2013
15626,NULL,5019,Eduardo White,NULL,07/12/2013
15847,NULL,4248,Edward White,NULL,22/06/2014
20002,NULL,11921,Elizabeth White,NULL,11/05/2014
15917,NULL,12245,Emily White,NULL,26/05/2014
16090,NULL,11868,Emma White,NULL,17/03/2014
22021,NULL,17943,Ethan White,NULL,04/04/2014
26735,NULL,11313,Grace White,NULL,14/12/2012
17403,NULL,17093,Greg White,NULL,29/01/2014
11649,NULL,4707,Ian White,NULL,23/09/2013
15857,NULL,11232,Isabella White,NULL,25/03/2014
12015,NULL,18696,Jacob White,NULL,22/09/2013
25331,NULL,17621,James White,NULL,06/11/2013
13443,NULL,11402,Jasmine White,NULL,12/11/2013
27027,NULL,11098,Jennifer White,NULL,07/07/2012
26578,NULL,3997,Jeremy White,NULL,30/03/2014
20653,NULL,12101,Jessica White,NULL,02/01/2014
12064,NULL,18352,John White,NULL,30/04/2014
24703,NULL,17693,Jonathan White,NULL,04/09/2013
16337,NULL,17367,Jose White,NULL,28/04/2014
11887,NULL,18936,Joseph White,NULL,27/11/2013
24320,NULL,18786,Joshua White,NULL,10/01/2014
14885,NULL,11055,Judith White,NULL,06/03/2014
20393,NULL,11138,Kaitlyn White,NULL,07/06/2014
27732,NULL,10823,Katherine White,NULL,11/04/2014
26424,NULL,11966,Kayla White,NULL,03/08/2013
19800,NULL,11643,Lauren White,NULL,21/11/2013
11728,NULL,17765,Logan White,NULL,08/04/2014
21755,NULL,4792,Lucas White,NULL,17/03/2014
11876,NULL,12332,Madison White,NULL,24/02/2014
20066,NULL,4622,Marcus White,NULL,09/10/2013
26199,NULL,18840,Matthew White,NULL,03/07/2013
20780,NULL,18737,Michael White,NULL,19/12/2013
13988,NULL,4088,Miguel White,NULL,04/03/2014
22361,NULL,17837,Nathan White,NULL,23/11/2013
26494,NULL,18999,Nicholas White,NULL,07/03/2014
16731,NULL,11453,Nicole White,NULL,16/04/2014
17580,NULL,17270,Noah White,NULL,19/04/2014
18457,NULL,11769,Olivia White,NULL,09/05/2014
27529,NULL,11356,Rachel White,NULL,22/01/2014
23018,NULL,5099,Richard White,NULL,22/01/2014
19690,NULL,17212,Robert White,NULL,04/11/2013
17561,NULL,12381,Samantha White,NULL,23/12/2013
16670,NULL,12476,Sarah White,NULL,23/10/2013
20703,NULL,4315,Seth White,NULL,08/01/2014
16296,NULL,10771,Sydney White,NULL,04/05/2014
25011,NULL,12149,Taylor White,NULL,10/03/2014
14457,NULL,17427,Thomas White,NULL,26/12/2013
14291,NULL,18407,Tyler White,NULL,16/01/2014
15867,NULL,11815,Victoria White,NULL,15/05/2014
12157,NULL,18209,William White,NULL,01/05/2014
16361,NULL,3772,Wyatt White,NULL,11/08/2013
20948,NULL,4393,Xavier White,NULL,24/08/2013
24042,NULL,18562,Zachary White,NULL,07/06/2014
16938,NULL,12035,Abigail Williams,NULL,26/05/2014
12877,NULL,18114,Alexander Williams,NULL,13/11/2013
14674,NULL,11992,Alexis Williams,NULL,19/04/2014
24139,NULL,18868,Andrew Williams,NULL,11/04/2014
17504,NULL,12174,Anna Williams,NULL,06/05/2014
29250,NULL,18566,Anthony Williams,NULL,25/09/2013
21749,NULL,12409,Ashley Williams,NULL,26/04/2014
20354,NULL,18165,Austin Williams,NULL,27/10/2013
29421,NULL,4143,Blake Williams,NULL,04/05/2014
20805,NULL,18431,Brandon Williams,NULL,20/02/2014
25005,NULL,11709,Brianna Williams,NULL,30/08/2013
20325,NULL,4839,Charles Williams,NULL,02/04/2014
28106,NULL,11567,Chloe Williams,NULL,15/09/2013
23863,NULL,17969,Christian Williams,NULL,10/11/2013
17602,NULL,4455,Dalton Williams,NULL,08/01/2014
17517,NULL,18657,Daniel Williams,NULL,25/04/2014
19199,NULL,18125,David Williams,NULL,26/06/2013
15881,NULL,11480,Destiny Williams,NULL,08/08/2013
28667,NULL,4914,Devin Williams,NULL,12/06/2013
25063,NULL,18480,Dylan Williams,NULL,07/05/2014
13062,NULL,5002,Eduardo Williams,NULL,23/03/2014
14274,NULL,4222,Edward Williams,NULL,31/05/2014
16367,NULL,12221,Emily Williams,NULL,30/03/2014
16325,NULL,11850,Emma Williams,NULL,24/04/2014
24309,NULL,17823,Ethan Williams,NULL,07/05/2014
15469,NULL,3836,Fernando Williams,NULL,12/07/2013
28653,NULL,11297,Grace Williams,NULL,02/10/2011
28104,NULL,12270,Hannah Williams,NULL,01/05/2014
17006,NULL,17886,Hunter Williams,NULL,24/04/2014
17558,NULL,4688,Ian Williams,NULL,26/03/2014
23790,NULL,11209,Isabella Williams,NULL,07/12/2013
16725,NULL,18676,Jacob Williams,NULL,11/05/2014
11152,NULL,17585,James Williams,NULL,11/06/2013
22375,NULL,11385,Jasmine Williams,NULL,12/02/2014
19457,NULL,11081,Jennifer Williams,NULL,15/05/2014
13594,NULL,12081,Jessica Williams,NULL,28/12/2013
13238,NULL,18232,John Williams,NULL,28/10/2013
23082,NULL,17684,Jonathan Williams,NULL,07/01/2014
23561,NULL,17224,Jose Williams,NULL,03/12/2013
23714,NULL,18911,Joseph Williams,NULL,06/08/2013
26051,NULL,18762,Joshua Williams,NULL,27/05/2014
23474,NULL,11031,Julia Williams,NULL,08/03/2014
21923,NULL,18031,Justin Williams,NULL,08/05/2014
19221,NULL,11120,Kaitlyn Williams,NULL,20/04/2014
11972,NULL,10801,Katherine Williams,NULL,24/05/2014
29324,NULL,11943,Kayla Williams,NULL,03/09/2013
16368,NULL,11618,Lauren Williams,NULL,03/06/2014
